json,filename,region_id,reason
stucco/train/stucco_train.json,Pintura_0.13.jpg,87,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,88,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,89,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,90,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,91,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,92,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,93,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,94,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,95,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,96,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,97,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,98,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,99,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,100,too_few_points
